pdb_code,parse_failed,mw,rot_bonds,num_heavy_atoms,formal_charge,num_rings,smiles
5z7j,False,320.3849999999996,3.0,23.0,0.0,2.0,[H]Oc1c([H])c(O[H])c2c(c1[H])/C([H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])OC2=O
5orw,False,269.3409999999997,4.0,18.0,0.0,2.0,[H]c1c([H])c(OC([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])SC([H])([H])C2([H])[H])c([H])c([H])c1F
1fcz,False,362.4689999999996,4.0,27.0,0.0,3.0,[H]OC(=O)c1c([H])c([H])c(/C([H])=C(\[H])C(=O)c2c([H])c([H])c3c(c2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C3(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
4i7m,False,136.19400000000005,3.0,10.0,0.0,1.0,[H]Oc1c([H])c([H])c([H])c([H])c1C([H])([H])C([H])([H])C([H])([H])[H]
2vnt,False,397.8439999999999,4.0,26.0,0.0,3.0,[H]/N=C(/N([H])[H])N([H])c1nc([H])c(Cl)c2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])[C@]3([H])C(=O)O[H])c([H])c12
1oar,False,320.27799999999985,4.0,22.0,0.0,3.0,[H]Oc1c(O[H])c(S(=O)(=O)O[H])c([H])c2c1C(=O)c1c([H])c([H])c([H])c([H])c1C2=O
5d0r,False,356.05699999999996,4.0,19.0,0.0,2.0,[H]Oc1c(Cl)c([H])c(Cl)c([H])c1Sc1c([H])c(Cl)c([H])c(Cl)c1O[H]
3lxe,False,339.3659999999996,4.0,22.0,0.0,3.0,[H]N([H])S(=O)(=O)OC([H])([H])[C@]12OC(C([H])([H])[H])(C([H])([H])[H])O[C@@]1([H])[C@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])O[C@]1([H])C([H])([H])O2
4djv,False,371.43999999999977,4.0,28.0,0.0,4.0,[H]/N=C1\N(C([H])([H])[H])C(=O)[C@@](c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])c2[H])N1[H]
6fz4,False,383.2569999999999,3.0,27.0,0.0,3.0,[H]Oc1c([H])c([H])c([H])c([H])c1C(=O)N([H])n1c(=O)c(=O)n([H])c2c([H])c(C(F)(F)F)c(F)c([H])c21
5l4m,False,256.47200000000004,3.0,14.0,0.0,1.0,[H]OC(=O)C([H])([H])Oc1nc(Cl)c(Cl)c([H])c1Cl
4der,False,270.2399999999998,4.0,20.0,0.0,3.0,[H]Oc1c([H])c([H])c(-c2oc3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2[H])c([H])c1[H]
1kmy,False,186.21000000000006,3.0,14.0,0.0,2.0,[H]Oc1c([H])c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c1O[H]
5c5t,False,146.09800000000004,4.0,10.0,0.0,0.0,[H]OC(=O)C(=O)C([H])([H])C([H])([H])C(=O)O[H]
3g30,False,241.19300000000004,3.0,17.0,0.0,2.0,[H]OC(=O)[C@@]1([H])C([H])([H])[C@@]1([H])C(=O)N([H])c1c([H])c(F)c([H])c([H])c1F
5flt,False,214.22000000000006,3.0,16.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])c([H])c(Oc2c([H])c([H])c([H])c([H])c2[H])c1[H]
5btx,False,329.2089999999998,4.0,22.0,0.0,4.0,[H]O[C@]1([H])[C@]2([H])O[P@@](=O)(O[H])OC([H])([H])[C@@]2([H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21
4z1e,False,346.4079999999998,4.0,24.0,0.0,3.0,[H]c1c([H])c2c(c([H])c1OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N2C(=O)c1c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c1[H]
1alw,False,182.24400000000006,4.0,12.0,0.0,1.0,[H]OC(=O)[C@@]([H])(S[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
2pvh,False,302.3409999999998,4.0,23.0,0.0,4.0,[H]c1nn2c(N([H])c3c([H])c([H])c([H])c([H])c3[H])nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])nc2c1[H]
2ans,False,299.3509999999997,4.0,21.0,0.0,3.0,[H]OS(=O)(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c(N([H])c3c([H])c([H])c([H])c([H])c3[H])c12
1bn3,False,372.44899999999984,4.0,23.0,0.0,3.0,[H]C1=C([H])N(c2c([H])c([H])c([H])c(OC([H])([H])[H])c2[H])S(=O)(=O)c2sc(S(=O)(=O)N([H])[H])c([H])c21
5cqt,False,358.4629999999997,4.0,25.0,0.0,4.0,[H]c1c([H])c2c3c(c([H])c([H])c(S(=O)(=O)N([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3c1[H])N(C([H])([H])C([H])([H])[H])C2=O
4gj2,False,368.1949999999998,4.0,24.0,0.0,3.0,[H]c1nc(N([H])C(=O)[C@@]2([H])C([H])([H])[C@@]2([H])F)c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Cl)c1[H]
1v1j,False,192.14200000000005,4.0,13.0,0.0,1.0,[H]OC(=O)[C@]1(O[H])C([H])=C(F)[C@@]([H])(O[H])[C@]([H])(O[H])C1([H])[H]
4aje,False,275.0539999999998,4.0,15.0,0.0,1.0,[H]OC(=O)C([H])(Oc1c([H])c([H])c(Br)c([H])c1[H])C(=O)O[H]
2qg2,False,321.3399999999997,3.0,24.0,0.0,3.0,[H]/C(=N\N1C(=O)OC([H])([H])C1([H])[H])c1c([H])c([H])c([H])c([H])c1C#Cc1nc(N([H])[H])nc(C([H])([H])[H])c1[H]
2wos,False,299.3509999999998,4.0,21.0,0.0,3.0,[H]OS(=O)(=O)c1c([H])c([H])c2c([H])c(N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c2c1[H]
4m6u,False,120.05999999999997,3.0,8.0,0.0,0.0,[H]OC(=O)C([H])(O[H])C(=O)O[H]
1lgt,False,220.65500000000006,3.0,15.0,0.0,2.0,[H]Oc1c([H])c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2Cl)c1O[H]
3o84,False,330.34699999999987,4.0,25.0,0.0,4.0,[H]OC(=O)c1c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])nc2c1c([H])nn2C([H])([H])c1c([H])c([H])nc([H])c1[H]
3l0v,False,290.2789999999997,3.0,21.0,0.0,3.0,[H]c1c(OC([H])([H])[H])c([H])c2c(=O)n(C([H])([H])[C@]3(C([H])([H])[H])C(=O)N([H])C(=O)N3[H])n([H])c2c1[H]
6hhr,False,303.31799999999987,4.0,21.0,0.0,3.0,[H]Oc1c([H])c([H])c(-c2nn([H])c(=S)n2-c2c([H])c([H])c([H])c([H])c2F)c(O[H])c1[H]
1bnn,False,374.4649999999998,4.0,23.0,0.0,3.0,[H]c1c([H])c(OC([H])([H])[H])c([H])c(N2C([H])([H])C([H])([H])c3c(sc(S(=O)(=O)N([H])[H])c3[H])S2(=O)=O)c1[H]
5fdc,False,242.32500000000007,4.0,15.0,0.0,2.0,[H]c1sc2c([H])c([H])c([H])c([H])c2c1C([H])([H])N([H])S(=O)(=O)N([H])[H]
5edc,False,366.8479999999997,3.0,26.0,0.0,4.0,[H]OC(=O)c1c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])nc2c([H])c([H])c(Cl)c([H])c2c1-c1c([H])c([H])c([H])c([H])c1[H]
2vjx,False,161.1570000000001,4.0,11.0,0.0,1.0,[H]OC([H])([H])[C@@]1([H])C([H])([H])N([H])C(=O)[C@@]([H])(O[H])[C@]1([H])O[H]
6gnw,False,255.48400000000004,3.0,14.0,0.0,1.0,[H]OC(=O)C([H])([H])Oc1c([H])c(Cl)c(Cl)c([H])c1Cl
3ouj,False,146.09800000000004,4.0,10.0,0.0,0.0,[H]OC(=O)C(=O)C([H])([H])C([H])([H])C(=O)O[H]
1xap,False,348.48599999999954,3.0,26.0,0.0,3.0,[H]OC(=O)c1c([H])c([H])c(/C([H])=C(/c2c([H])c([H])c3c(c2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C3(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
4b0b,False,186.21400000000006,3.0,14.0,0.0,2.0,[H]c1nc(Oc2c([H])c([H])c([H])c(N([H])[H])c2[H])c([H])c([H])c1[H]
4ht2,False,367.34899999999993,4.0,23.0,0.0,2.0,[H]c1c(C([H])([H])[H])nc(Sc2c(F)c(F)c(S(=O)(=O)N([H])[H])c(F)c2F)nc1C([H])([H])[H]
5j7q,False,226.23500000000004,3.0,17.0,0.0,3.0,[H]Oc1c([H])c([H])c(-c2nc3c([H])c([H])c([H])c([H])n3c2[H])c([H])c1O[H]
4bps,False,194.18600000000006,4.0,14.0,0.0,1.0,[H]OC(=O)c1c([H])c([H])c([H])c(C([H])([H])C([H])([H])C(=O)O[H])c1[H]
5ndf,False,286.2389999999998,4.0,21.0,0.0,3.0,[H]OC1=C([H])C([H])([H])C(c2oc3c([H])c(O[H])c([H])c(O[H])c3c(=O)c2[H])=C([H])C1=O
6gdy,False,146.09800000000004,4.0,10.0,0.0,0.0,[H]OC(=O)C(=O)C([H])([H])C([H])([H])C(=O)O[H]
3zt3,False,310.3049999999997,3.0,23.0,0.0,4.0,[H]OC(=O)c1c2c(c([H])c([H])c1/C([H])=C1\c3c([H])c([H])c([H])c([H])c3C([H])([H])[C@@]1([H])O[H])OC([H])([H])O2
2h15,False,338.3819999999996,4.0,22.0,0.0,3.0,[H]N([H])S(=O)(=O)N([H])C([H])([H])[C@]12OC(C([H])([H])[H])(C([H])([H])[H])O[C@@]1([H])[C@]1([H])OC(C([H])([H])[H])(C([H])([H])[H])O[C@]1([H])C([H])([H])O2
3zbx,False,356.3639999999998,3.0,27.0,0.0,5.0,[H]c1nc2nnc(C([H])([H])c3c([H])c([H])c4nc([H])c([H])c([H])c4c3[H])n2nc1-c1c([H])c([H])c(F)c([H])c1[H]
1eoc,False,155.10900000000004,3.0,11.0,0.0,1.0,[H]Oc1c([H])c([H])c([N+](=O)[O-])c([H])c1O[H]
2bt9,False,178.1840000000001,4.0,12.0,0.0,1.0,[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])[H])O[C@@]([H])(OC([H])([H])[H])[C@@]1([H])O[H]
6h36,False,344.43599999999964,4.0,24.0,0.0,3.0,[H]c1c([H])c([H])c(C2([H])C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H]
3v78,False,315.41999999999956,4.0,24.0,0.0,4.0,[H]c1c([H])c([H])c([C@]2([H])c3c([H])c(N([H])[H])c([H])c([H])c3-c3c([H])c([H])c(N([H])[H])c([H])c3N2C([H])([H])C([H])([H])[H])c([H])c1[H]
1m2x,False,217.29000000000013,4.0,14.0,0.0,1.0,[H]OC(=O)[C@]1([H])N(C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])S[H])C([H])([H])C([H])([H])C1([H])[H]
5dyo,False,332.3109999999998,3.0,25.0,0.0,4.0,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1-c1c2c([H])c([H])c(=O)c([H])c-2oc2c([H])c(O[H])c([H])c([H])c12
5ose,False,219.29100000000008,3.0,13.0,0.0,1.0,[H]N(C(=O)OC([H])([H])[H])c1nnc(SC([H])([H])C([H])([H])[H])s1
3wto,False,208.65200000000004,3.0,14.0,0.0,2.0,[H]c1nc(Cl)c([H])c([H])c1C([H])([H])n1c(N([H])[H])nc([H])c1[H]
4cwf,False,227.27100000000007,3.0,17.0,0.0,3.0,[H]c1c([H])c([H])c2c(nc(C([H])([H])C([H])([H])C([H])([H])[H])n3nc(N([H])[H])nc23)c1[H]
1uz1,False,161.1570000000001,4.0,11.0,0.0,1.0,[H]OC([H])([H])[C@@]1([H])C([H])([H])N([H])C(=O)[C@@]([H])(O[H])[C@]1([H])O[H]
2dri,False,150.13000000000008,4.0,10.0,0.0,1.0,[H]O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
3tf6,False,154.12100000000004,3.0,11.0,0.0,1.0,[H]OC(=O)c1c([H])c([H])c([H])c(O[H])c1O[H]
1nq7,False,340.50699999999944,4.0,25.0,0.0,1.0,[H]OC(=O)/C([H])=C(/C([H])=C([H])/C([H])=C(/c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H])C([H])([H])[H])C([H])([H])[H]
5j8m,False,366.1459999999998,4.0,22.0,0.0,3.0,[H]Oc1c([H])c(O[H])c(-c2nn([H])c(=O)n2-c2c([H])c([H])c([H])c([H])c2F)c([H])c1Br
5f1r,False,377.4649999999997,4.0,27.0,0.0,5.0,[H]OC(=O)[C@@]1([H])n2c(c(C3([H])C([H])([H])C3([H])[H])c(C([H])([H])c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c([H])c2=O)SC1([H])[H]
6d19,False,333.0739999999997,4.0,18.0,0.0,2.0,[H]OP(=O)(O[H])C([H])([H])c1c([H])c(=O)oc2c([H])c(C([H])([H])[H])c([H])c(Br)c12
3c79,False,253.64900000000006,4.0,17.0,0.0,2.0,[H]c1nc(Cl)c([H])c([H])c1C([H])([H])n1c(N([H])[N+](=O)[O-])nc([H])c1[H]
3wtn,False,208.65200000000004,3.0,14.0,0.0,2.0,[H]c1nc(Cl)c([H])c([H])c1C([H])([H])n1c(N([H])[H])nc([H])c1[H]
2o4z,False,112.10999999999999,3.0,6.0,0.0,0.0,[H]ON([H])S(=O)(=O)N([H])[H]
4gih,False,350.20499999999987,4.0,23.0,0.0,3.0,[H]c1nc(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2Cl)c1[H]
3kmy,False,232.71400000000008,4.0,16.0,0.0,2.0,[H]c1nc(N([H])[H])c(C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(Cl)c2[H])c([H])c1[H]
4q6d,False,282.36899999999963,4.0,19.0,0.0,2.0,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1/N=N/N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
6dsp,False,150.13000000000008,4.0,10.0,0.0,1.0,[H]OC1(O[H])[C@@]([H])(O[H])C([H])([H])O[C@]1(O[H])C([H])([H])[H]
4ipj,False,134.08700000000005,4.0,9.0,0.0,0.0,[H]OC(=O)C([H])([H])[C@]([H])(O[H])C(=O)O[H]
5mxf,False,178.1840000000001,4.0,12.0,0.0,1.0,[H]O[C@]1([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])[H])O[C@@]([H])(OC([H])([H])[H])[C@@]1([H])O[H]
1np0,False,219.26200000000009,4.0,14.0,0.0,2.0,[H]OC([H])([H])[C@@]1([H])O[C@]2([H])SC(C([H])([H])[H])=N[C@]2([H])[C@@]([H])(O[H])[C@]1([H])O[H]
3t01,False,126.00399999999999,3.0,7.0,0.0,0.0,[H]OC(=O)P(=O)(O[H])O[H]
2e2r,False,228.2910000000001,4.0,17.0,0.0,2.0,[H]Oc1c([H])c([H])c(C(c2c([H])c([H])c(O[H])c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H]
5os5,False,218.27700000000007,4.0,15.0,0.0,2.0,[H]Oc1c([H])c([H])c(Sc2c([H])c([H])c(O[H])c([H])c2[H])c([H])c1[H]
4ygf,False,222.25100000000006,3.0,13.0,0.0,1.0,[H]N(C(=O)C([H])([H])[H])c1nnc(S(=O)(=O)N([H])[H])s1
3u10,False,329.2089999999998,4.0,22.0,0.0,4.0,[H]O[C@]1([H])[C@]2([H])O[P@@](=O)(O[H])OC([H])([H])[C@@]2([H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21
4ury,False,238.26800000000006,4.0,16.0,0.0,2.0,[H]C1=C([H])C1([H])C(=O)N([H])S(=O)(=O)c1c([H])c([H])c(N([H])[H])c([H])c1[H]
5ioz,False,195.30600000000018,3.0,14.0,0.0,2.0,[H]N(C(=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
4dff,False,313.3819999999997,3.0,22.0,0.0,4.0,[H]c1nc([H])c(-c2nc([H])n3c2-c2c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2C([H])([H])C3([H])[H])s1
2h4n,False,222.25100000000006,3.0,13.0,0.0,1.0,[H]N(C(=O)C([H])([H])[H])c1nnc(S(=O)(=O)N([H])[H])s1
3n7a,False,174.15200000000007,4.0,12.0,0.0,1.0,[H]OC(=O)[C@]1(O[H])C([H])=C([H])[C@@]([H])(O[H])[C@]([H])(O[H])C1([H])[H]
1qy1,False,166.2240000000001,3.0,12.0,0.0,1.0,[H]c1nc(OC([H])([H])[H])c(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])nc1[H]
4rqk,False,380.90299999999996,3.0,23.0,0.0,4.0,[H]c1sc2c([H])c([H])c([H])c([H])c2c1S(=O)(=O)N([H])c1nc2c([H])c([H])c(Cl)c([H])c2s1
3pyy,False,336.32599999999974,3.0,25.0,0.0,4.0,[H]c1c([H])c([H])c(-n2nc(-c3c([H])c([H])c(F)c([H])c3[H])c([C@]3([H])C(=O)N([H])C(=O)N3[H])c2[H])c([H])c1[H]
1x8d,False,162.14100000000008,3.0,11.0,0.0,1.0,[H]O[C@]1([H])[C@@]([H])(O[H])[C@]([H])(C([H])([H])[H])OC(=O)[C@]1([H])O[H]
1m2r,False,270.2439999999998,4.0,20.0,0.0,3.0,[H]Oc1c([H])c([H])c(O[H])c2c1C(=O)c1c(c(N([H])[H])c([H])c([H])c1N([H])[H])C2=O
4pqa,False,217.2900000000001,4.0,14.0,0.0,1.0,[H]OC(=O)[C@@]1([H])N(C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])S[H])C([H])([H])C([H])([H])C1([H])[H]
4ht0,False,367.34899999999993,4.0,23.0,0.0,2.0,[H]c1c(C([H])([H])[H])nc(Sc2c(F)c(F)c(S(=O)(=O)N([H])[H])c(F)c2F)nc1C([H])([H])[H]
6d17,False,284.1599999999998,4.0,19.0,0.0,3.0,[H]OP(=O)(O[H])C([H])([H])c1c([H])c(=O)oc2c([H])c3c(c([H])c12)OC([H])([H])O3
4bt4,False,134.13100000000003,4.0,9.0,0.0,0.0,[H]OC(=O)[C@](O[H])(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[H]
6r1d,False,248.23800000000006,3.0,18.0,0.0,2.0,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])[C@]2([H])C(=O)N([H])C(=O)C2([H])[H])c([H])c1[H]
5ix0,False,340.3979999999996,4.0,25.0,0.0,4.0,[H]c1c([H])c(-c2c([H])c([H])c(N([H])[H])c(N([H])C(=O)[C@@]3([H])C([H])([H])[C@@]4([H])O[C@]([H])(C([H])([H])C4([H])[H])C3([H])[H])c2[H])c([H])c([H])c1F
4kyk,False,357.7929999999998,4.0,25.0,0.0,3.0,[H]OC(=O)C([H])([H])c1c(C([H])([H])[H])n(C(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c12
3po6,False,286.3529999999996,4.0,19.0,0.0,2.0,[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1C([H])([H])C([H])([H])N(S(=O)(=O)N([H])[H])[C@@]2([H])C([H])([H])[H]
3ml5,False,222.25100000000006,3.0,13.0,0.0,1.0,[H]N(C(=O)C([H])([H])[H])c1nnc(S(=O)(=O)N([H])[H])s1
3ryj,False,282.24299999999977,4.0,18.0,0.0,1.0,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C(F)(F)F
3rf5,False,217.22400000000007,4.0,16.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1N([H])C([H])([H])c1oc([H])c([H])c1[H]
3b25,False,263.3219999999999,3.0,18.0,0.0,2.0,[H]c1c(C([H])([H])[H])nc(N([H])[H])nc1S(=O)(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
3zll,False,233.2270000000001,4.0,17.0,0.0,2.0,[H]Oc1c(N([H])[H])c(=O)n([H])c(=O)n1C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
4std,False,338.1759999999997,4.0,20.0,0.0,2.0,[H]Oc1c([H])c([H])c(F)c([H])c1C(=O)N([H])[C@@]([H])(c1c([H])c([H])c(Br)c([H])c1[H])C([H])([H])[H]
4gj3,False,393.20499999999987,4.0,26.0,0.0,3.0,[H]c1nc(N([H])C(=O)[C@@]2([H])C([H])([H])[C@@]2([H])F)c([H])c(N([H])C(=O)c2c(Cl)c([H])c(C#N)c([H])c2Cl)c1[H]
1tx7,False,198.1620000000001,3.0,13.0,0.0,1.0,[H]/N=C(/c1c([H])c([H])c([P@@](=O)(O[H])C([H])([H])[H])c([H])c1[H])N([H])[H]
5e2s,False,275.37299999999965,4.0,19.0,0.0,2.0,[H]c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c1[H]
5lle,False,378.3909999999998,4.0,25.0,0.0,5.0,[H]N([H])S(=O)(=O)c1c(F)c(F)c(N([H])[C@]23C([H])([H])[C@@]4([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C4([H])[H])C2([H])[H])C3([H])[H])c(F)c1F
1mfi,False,182.15000000000003,3.0,13.0,0.0,1.0,[H]OC(=O)/C(F)=C(/[H])c1c([H])c([H])c(O[H])c([H])c1[H]
4ef6,False,194.18600000000006,3.0,14.0,0.0,2.0,[H]OC(=O)C([H])([H])C([H])([H])c1c([H])c([H])c2c(c1[H])OC([H])([H])O2
4ruz,False,201.24700000000007,4.0,13.0,0.0,1.0,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1OC([H])([H])C([H])([H])[H]
5j8u,False,287.2499999999998,4.0,21.0,0.0,3.0,[H]Oc1c([H])c([H])c(-c2nn([H])c(=O)n2-c2c([H])c([H])c([H])c([H])c2F)c(O[H])c1[H]
1drj,False,150.13000000000008,4.0,10.0,0.0,1.0,[H]O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
5f0f,False,311.4289999999995,4.0,23.0,0.0,3.0,[H]c1c([H])c(N2C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C(=O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1C#N
4hge,False,352.78499999999985,3.0,25.0,0.0,4.0,[H]c1nc2c(C(=O)N([H])c3c([H])c(C([H])([H])[H])nn3-c3c([H])c([H])c([H])c(Cl)c3[H])c([H])nn2c([H])c1[H]
6gvf,False,309.33299999999974,4.0,23.0,0.0,4.0,[H]c1nc(N([H])[H])c2c(-c3c([H])c([H])c4oc(N([H])[H])nc4c3[H])nn(C([H])(C([H])([H])[H])C([H])([H])[H])c2n1
3f34,False,150.22100000000012,3.0,11.0,0.0,1.0,[H]Oc1c(C([H])([H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])C([H])([H])[H]
4z0q,False,316.3819999999997,3.0,22.0,0.0,3.0,[H]c1c([H])c([H])c2c(c1[H])N(C(=O)c1c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c1[H])C([H])([H])C([H])([H])C2([H])[H]
3bl0,False,222.2950000000001,4.0,13.0,0.0,1.0,[H]N([H])S(=O)(=O)C([H])([H])c1nnc(N(C([H])([H])[H])C([H])([H])[H])s1
1e2l,False,252.27000000000012,4.0,18.0,0.0,3.0,[H]OC([H])([H])[C@@]12C([H])([H])[C@]1([H])[C@@]([H])(n1c([H])c(C([H])([H])[H])c(=O)n([H])c1=O)C([H])([H])[C@]2([H])O[H]
3kgu,False,270.2399999999998,4.0,20.0,0.0,3.0,[H]Oc1c([H])c([H])c(-c2c([H])oc3c([H])c(O[H])c([H])c(O[H])c3c2=O)c([H])c1[H]
2rke,False,140.116,3.0,8.0,0.0,0.0,[H]OC(=O)C([H])([H])S(=O)(=O)O[H]
3fl5,False,272.2119999999998,4.0,20.0,0.0,3.0,[H]Oc1c([H])c([H])c2c(c1O[H])C(=O)c1c(O[H])c([H])c([H])c(O[H])c1C2=O
5sz6,False,261.3019999999999,4.0,18.0,0.0,2.0,[H]C(=O)c1c([H])c([H])c([H])c(-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c1[H]
5mwp,False,399.3779999999998,3.0,29.0,0.0,4.0,[H]c1c([H])c2c(c([H])c1F)OC([H])([H])[C@]([H])(C([H])([H])C(=O)N([H])C([H])([H])[H])N2C(=O)c1c([H])c([H])c2c(c1[H])N([H])C(=O)C([H])([H])O2
5t19,False,331.3969999999997,3.0,23.0,0.0,3.0,[H]c1c([H])c(N([H])C([H])([H])[H])c([H])c([H])c1-c1c([H])c([H])c(C([H])([H])[H])c(N2C([H])([H])C(=O)N([H])S2(=O)=O)c1[H]
5qa8,False,214.22000000000006,3.0,16.0,0.0,2.0,[H]OC(=O)c1c([H])c([H])c([H])c(-c2c([H])c([H])c(O[H])c([H])c2[H])c1[H]
5fl6,False,320.3989999999999,4.0,21.0,0.0,3.0,[H]c1c(-c2nnn(-c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c2[H])sc(S(=O)(=O)N([H])[H])c1[H]
4nvp,False,328.2209999999998,4.0,22.0,0.0,4.0,[H]O[C@]1([H])[C@]2([H])O[P@](=O)(O[H])OC([H])([H])[C@@]2([H])O[C@@]1([H])n1c([H])c([H])c2c(N([H])[H])nc([H])nc21
5xo7,False,320.3849999999996,3.0,23.0,0.0,2.0,[H]Oc1c([H])c(O[H])c2c(c1[H])/C([H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])OC2=O
5ahw,False,329.2089999999998,4.0,22.0,0.0,4.0,[H]O[C@]1([H])[C@]2([H])O[P@](=O)(O[H])OC([H])([H])[C@@]2([H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21
5n24,False,258.302,3.0,18.0,0.0,2.0,[H]c1c([H])c(-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c([H])c([H])c1C#N
6cwh,False,305.2829999999997,4.0,21.0,0.0,2.0,[H]OC(=O)[C@@]1(C([H])([H])[H])OC([H])([H])[C@@]2([H])O[C@@]([H])(OC([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]2([H])O1
1m2q,False,273.1999999999998,3.0,20.0,0.0,3.0,[H]Oc1c([H])c([H])c([H])c2oc3c([N+](=O)[O-])c([H])c([H])c(O[H])c3c(=O)c12
3czv,False,222.25100000000006,3.0,13.0,0.0,1.0,[H]N(C(=O)C([H])([H])[H])c1nnc(S(=O)(=O)N([H])[H])s1
